24114.0	13272.0	7451.0	3562.0	3209.0	
13669.0	7621.0	4269.0	3721.0	NaN	
8347.0	5357.0	3279.0	NaN	NaN	
5514.0	3991.0	NaN	NaN	NaN	
2246.0	NaN	NaN	NaN	NaN	
