5791.65	2825.6	1623.55	769.0	423.6	
2975.0	1492.9	765.5	429.25	NaN	
1467.85	837.5	431.55	NaN	NaN	
766.45	480.0	NaN	NaN	NaN	
463.45	NaN	NaN	NaN	NaN	
