11295.75	5776.75	2907.2	1473.9	830.1	
5738.45	3014.2	1522.55	816.95	NaN	
3070.6	1741.85	834.35	NaN	NaN	
1523.55	834.55	NaN	NaN	NaN	
907.0	NaN	NaN	NaN	NaN	
