682.0	372.0	484.0	371.0	679.0	
419.0	376.0	615.0	726.0	NaN	
371.0	601.0	692.0	NaN	NaN	
546.0	568.0	NaN	NaN	NaN	
291.0	NaN	NaN	NaN	NaN	
