23.574	12.581	7.151	3.326	2.53	
12.923	7.015	3.976	3.05	NaN	
7.99	5.019	2.59	NaN	NaN	
5.198	3.253	NaN	NaN	NaN	
1.504	NaN	NaN	NaN	NaN	
