3016.45	1533.9	770.35	461.75	224.1	
1623.85	780.45	424.1	246.3	NaN	
840.4	686.9	230.45	NaN	NaN	
464.35	237.45	NaN	NaN	NaN	
246.9	NaN	NaN	NaN	NaN	
