7.198	4.102	2.174	1.396	1.0	
4.138	2.505	1.517	1.0	NaN	
2.65	1.506	1.0	NaN	NaN	
2.222	1.265	NaN	NaN	NaN	
2.15	NaN	NaN	NaN	NaN	
